,title,city,venue,price,genre,link,description
34,Hero Indian Super League 2022-23: Bengaluru FC vs Hyderabad FC,bengaluru,"Sree Kanteerava Stadium, Bengaluru",99 Onwards,FOOTBALL,https://insider.in/hero-indian-super-league-2022-23-bengaluru-fc-vs-hyderabad-fc/event,"Venue
Sree Kanteerava Stadium
2, Raja Ram Mohan Roy Rd, Nunegundlapalli, D' Souza Layout, Sampangi Rama Nagar, Bengaluru, Karnataka 560001
GET DIRECTIONSTerms & Conditions"
35,Field trip to ISRO and Robotics camp in Indiranagar for kids of ages 8-10...,bengaluru,"Openhouse Indiranagar · Learning Hub, Bengaluru",Free,EVENTS & WORKSHOPS,https://insider.in/field-trip-to-isro-and-robotics-camp-in-jp-nagar-for-kids-of-ages-810-years-sep26-2022/event,"We have 3 batches for this workshop
Batch 1- 26th September till 29th September 10am-12pm
Batch 2- 1st October till 4th October 10am-12pm
Batch 3- 6th October till 9th October 10am-12pm
 Space and Robotics for 8-10 years 
Students will explore the wonders of space and understand the use of machines with autonomous capabilities for space exploration missions on the surface of extraterrestrial objects, such as planets and moons. They will also build a mini space-rover from scratch and understand how it navigates on extra-terrestrial objects and collects data.

Learning Outcomes
-Students will learn how to work on a long term project and understand the different steps involved - planning, structural building, electrical connections and functionality and finally, troubleshooting and iterating. Not only will they build their skills to plan and execute but also problem solve and fix their project to better meet their objectives. Through discussions and learning about space and how we can understand it, they will also be able to think of further improvements and design thinking. They will gain the ability to buld something which is dynamic and yet simple for components to be added and removed. They will learn to think of designs that will be useful for longer than just once.

Summarised Learning Outcomes - Planning, Structural building, Problem Solving, Design Thinking and Analytical Thinking.

Over 4 days, students will cover:
-Introduction to Space Robotics, a brief on various machines used in space exploration.
-Structure of a space rover, introduction to the kit and understanding the mechanics that goes behind building it
-Completing a working model of a space rover and testing it, understanding how the rover can further be upgraded and made wireless
-Visit to ISRO"
36,Space and Robotics Camp at JP Nagar for kids of 8-10 years,bengaluru,"Openhouse Learning Hub, JP Nagar, Bengaluru",Free,EVENTS & WORKSHOPS,https://insider.in/space-and-robotics-camp-at-jp-nagar-for-kids-of-810-years-sep26-2022/event,"We have 3 batches for this workshop
Batch 1- 26th September till 29th September 10am-12pm
Batch 2- 1st October till 4th October 10am-12pm
Batch 3- 6th October till 9th October 10am-12pm

Space and Robotics for 8-10 years 
Students will explore the wonders of space and understand the use of machines with autonomous capabilities for space exploration missions on the surface of extraterrestrial objects, such as planets and moons. They will also build a mini space-rover from scratch and understand how it navigates on extra-terrestrial objects and collects data.

Learning Outcomes
-Students will learn how to work on a long term project and understand the different steps involved - planning, structural building, electrical connections and functionality and finally, troubleshooting and iterating. Not only will they build their skills to plan and execute but also problem solve and fix their project to better meet their objectives. Through discussions and learning about space and how we can understand it, they will also be able to think of further improvements and design thinking. They will gain the ability to buld something which is dynamic and yet simple for components to be added and removed. They will learn to think of designs that will be useful for longer than just once.

Summarised Learning Outcomes - Planning, Structural building, Problem Solving, Design Thinking and Analytical Thinking.

Over 4 days, students will cover:
-Introduction to Space Robotics, a brief on various machines used in space exploration.
-Structure of a space rover, introduction to the kit and understanding the mechanics that goes behind building it
-Completing a working model of a space rover and testing it, understanding how the rover can further be upgraded and made wireless
-Visit to ISRO"
37,Asia Jewels Show 2022,bengaluru,"Four Seasons Hotel Bengaluru at Embassy ONE, Bengaluru",Free,EXHIBITION,https://insider.in/asia-jewels-show-2022-sep30-2022/event,"ASIA JEWELS SHOW 2022 
Luxury Meets Jewellery at ""Asia Jewels Show"" - India's most Opulent Fine Jewellery Exhibition.Its Back ! this time in one of the most Luxurious 5 Star Hotel of Bangalore City-Four Seasons HotelBengaluru at Embassy One ...with all new designs from India's best selected jewellery designers from all over India under one roof. Shop for upcoming Festive & Wedding Season in comfort of upmarket luxury venue in the heart of city with Ample of Free Valet Car Parking.Mark your dates

Dates : Sept 30-1-2 October 2022
Venue : Four Seasons Hotel Bengaluru at Embassy ONE.
Near Mekhri Circle, 8 Bellary Rd Dena Bank Colony Ganganagar Bengaluru Karnataka 560032 India"
38,TBG HotShoe — Photography & Filmmaking,bengaluru,"The Hub Bengaluru, Bengaluru",49 onwards,PHOTOGRAPHY,https://insider.in/tbg-hotshoe-photography-filmmaking-sep24-2022/event,"Phase 2 Tickets WILL BE LIVE AT 5 PM TODAY!

The Big Gig presents to you - A monthly meet up of photographers and filmmakers to learn from industry giants and network in the creative industry!

We are proud to present this event in association with our Community Partners The Hub Bengaluru, India’s largest and fastest growing community of Creators.

📍The event includes three beautiful segments:

An Exclusive Panel Discussion on ""Getting into the Indian Film Industry"" by Professionals from the Indian Film Industry
An Open-House Discussion on ""IS MARVEL CINEMA?""
A Power-Networking Event

🎫 The first round of tickets ARE FREE for first 30 Tickets.

You can check us out here https://www.instagram.com/tbg_thebiggig/?hl=en

See you!Here's a glimpse of chapter 1"
39,DISCO DANDIYA NIGHT AT KORAMANGALA | Navratri 2022,bengaluru,"B-Hive Pub, Bengaluru",300 onwards,NAVRATRI,https://insider.in/disco-dandiya-night-at-koramangala-navratri-2022/event,"DISCO DANDIYA AT BHIVE PUB KORMANGALA

ON 30th September Friday"
40,Dandiya Night at Lahe Lahe | Navratri 2022,bengaluru,"Lahe Lahe, Bengaluru",300 onwards,NAVRATRI,https://insider.in/dandiya-night-at-lahe-lahe-navratri-2022/event,"Festive times are round the corner and what better to enjoy Dandiya/ Garba on traditional songs then spending it at Lahe Lahe! This is the 5th time we are celebrating and all those who have come here have always enjoyed the fun, festive and intimate dandiya nights at Lahe Lahe.
Mansee will also teach Garba/ dandiya steps if you need some quick learning 

No dress code as such but it will be fun if Guys come dressed in Kurtas and girls dressed in long flowing skirts/ ghagras
Priced: Rs. 300 per person per session includes Dandiya sticks for use (Not to carry back home!)
When: 30th September 7.30-9.30 pm
1st and 2nd Oct 7-9 pm"
41,"SPACESHIFT FT. ANNETT GAPSTREAM at FLO,BANGALORE",bengaluru,"FLO, Bengaluru",349 onwards,MUSIC,https://insider.in/spaceshift-ft-annett-gapstream-at-flobangalore-sep30-2022/event,"Spaceshift

Featuring

ANNETT GAPSTREAM FROM BERLIN,GERMANY
(STIL VOR TALENT)

On Support lineup we have our very talented local army Beat Inspector closing the night

'SRNDR' and 'Episode' setting you Groove before the German Heavy Weight 'Annett Gapstream' Takesover

Friday 30th September 2022 8PM onwards,
At FLO CHURCH STREET(Bangalore )

Event by Evolve Experience and Hypervibez"
42,Kunti Betta Sunrise Trek & Water Activities | Nammatrip,bengaluru,"Kunti Betta Peak, Karnataka, Bengaluru",499 onwards,TREK,https://insider.in/kunti-betta-sunrise-trek-water-activities-nammatrip-oct3-2020/event,Safety Measures
43,Antaragange Sunrise Trek & Cave Exploration | NammaTrip,bengaluru,"Antara Gange, Bengaluru",1249 onwards,TREK,https://insider.in/antaragange-sunrise-trek-cave-exploration-nammatrip-oct3-2020/event,Safety Measures
44,Bombay Sapphire Creative Lab - Art Of Botanicals (Bengaluru),bengaluru,"The Courtyard, Bengaluru",999,MUSIC,https://insider.in/bombay-sapphire-creative-lab-art-of-botanicals-bengaluru-oct1-2022/event,"A Bombay Sapphire Creative Lab #ArtOfBotanicals event invite.

Bombay Sapphire's Art of Botanicals with its botany driven narrative and legacy will be the space that inspires creativity for change & a purpose driven future.

Join us for a specially curated evening of Bombay Sapphire #CreativeLab with Anand Malligavad, to pay ode to to the Lakes of Bengaluru & Botanicals through immersive experience with conversations, cocktails, culinary, music, art and more.Venue
The Courtyard
105, KH Road, opp. Corporation Bank, Raja Ram Mohanroy Extension, Shanti Nagar, Bengaluru, Karnataka 560027, India
GET DIRECTIONS"
45,Celebrating SPB by RAJHESH VAIDHYA,bengaluru,"Chowdiah Memorial Hall, Bengaluru",500 onwards,MUSIC,https://insider.in/celebrating-spb-by-rajhesh-vaidhya-oct1-2022/event,"ABBAS CULTURAL Proudly Presents ""Celebrating SPB"" Live in Bengaluru - A Grand and Gala Tribute to the Musical legend Dr.S.P.Balasubrahmanyam by the One and Only Veena Maestro Rajhesh Vaidhya .SPB was very fond of Rajesh Vaidhya`s mesmerizing Fingers on the Veena and Rajesh Vaidhya is an ardent fan of Shri.SPB.  
 Now it is time to enjoy the musical magic of our Great SPB to be
performed by Worlds renowned Veena Maestro Rajesh Vaidhya along with his electrifying band LIVE.
 Dont miss this musical evening as it is a rare opportunity for the fans of the Legend SPB.Venue
Chowdiah Memorial Hall
16th Cross Rd, Vyalikaval, Kodandarampura, Malleshwara, Bengaluru, Karnataka 560003, India
GET DIRECTIONS"
46,Dandiya Evening by Beat Gurus(Bengaluru Dasara 2022) | Navratri 2022,bengaluru,"Shalini Ground - Jayanagara 5th Block, Bengaluru",200 onwards,NAVRATRI,https://insider.in/dandiya-evening-by-beat-gurusbengaluru-dasara-2022-navratri-2022/event,"WHY BENGALURU DASARA?
Navarathri is one of the important festivals of Indian culture. Vijayadashami is significant as a mark of victory of dharma over the evil. Mysuru Dasara represents the iconic history of the Wodeyar Family. Although it is considered as 'Naada habba' Bengaluru the capital misses the elegance of its celebration. It is time for Karnataka's capital to witness the grandeur of Dasara.
The event is is organized in association with Mantra Foundation Blueruby Karyakaram.

DANDIYA STICKS WILL BE PROVIDED AT THE VENUE

HIGHLIGHTS
• Opportunity to interact with public leaders.
• Pattada Bombe Utsava
• Musical events by renowned artistes of the country
• Indian desi sports and games
• Garbha and Dandiya evenings
• Traditional Kolata
• Chanting of Lalitha Sahasranama by thousands of devotees
• Cuisines of nine states
• Felicitation of Women Achievers
• Unlimited funInstructions"
47,Sign up for Updates - Bengaluru FC - Hero Indian Super League 2022-23,bengaluru,"Sree Kanteerava Stadium, Bengaluru",Free,FOOTBALL,https://insider.in/sign-up-for-updates-on-bengaluru-fc-hero-indian-super-league-2022-23/event,"Bengaluru, it's time to welcome your heroes back. The Blues return to Namma Ooru ahead of the new season and since traditions never die, we can't wait to see you at our first open training session in TWO years. Register to stand a chance to win exclusive merchandise through giveaways. See you at the old hunting ground, don't forget your voices!Venue
Sree Kanteerava Stadium
2, Raja Ram Mohan Roy Rd, Nunegundlapalli, D' Souza Layout, Sampangi Rama Nagar, Bengaluru, Karnataka 560001
GET DIRECTIONS"
